num,title,rating(10),review
11,Green Book (2018),10,"Who could've ever greenlit ""Green Book""? A (mostly) true story of two men of completely different backgrounds overcoming their own prejudices and the stifling racism of the Deep South of the early 1960s. We'll hire a Danish guy to play an Italian guy, and a guy best known for playing a political fixer and a dope dealer (in ""House of Cards"" and ""Moonlight"", respectively) to play a Jamaican-American musical genius. And we'll have one of the Farrelly brothers direct it. How could that possibly become a great movie? Well, it does- primarily through the great performances of Viggo Jorgensen and Mahershala Ali, and the nuanced directing of Peter Farrelly. It confronts the racism prevalent at the time without becoming preachy, and shows its main characters growing through contact with each other, without a complete reversal of their characters (which would've seemed phony). Oh, and the movie looks great, too- the period cars, sets, and costumes really take you back to that time period. A film festival favorite, ""Green Book"" will hopefully be appreciated by Oscar voters, too."
12,Green Book (2018),9,"A very inspiring film. I walked out of the cinema feeling like there is good even in the unlikeliest of people. The dialogue was well written, and the main characters were equally as loveable. Viggo Mortensens acting was only overshadowed by that of Mahershala Ali, whose portrayal of an educated african-american man living in 1960's america was both heartwrenching and absolutely hilarious. While Mortensen stood for most of the comic relief, I found myself laughing the hardest from Ali's deadpan deliveries through the character of Dr. Shirley.

The story of a black man who struggles to gain the respect of his fellow african-americans, while simultaneously resisting and pulling at the roots of the racism and oppression which keeps him from being as successful as the americans and europeans who should be his equals by all measures musical and educational.

While the story and plot left little to be desired. I felt one or two jokes were shoe-horned in and would have been better discarded. The visual tone was fitting to the film, but the camerawork was nothing out of the ordinary. Not all films call for out-of-this-world originality in all marks however. And this film allows the audience to focus on what is really important."
13,Green Book (2018),10,"I saw this film in a preview here in Calgary.

I've seen Mortensen in films before and thought he was an okay film actor. His embodiment of Tony Lip is totally immersive. I not only believe his Bronx character, but depiction of Tony's growth as a human being is remarkable to watch. I can't say enough about Ali's performance as Don Shirley. It is nuanced and impressive.

Watching these two characters interact and change each other is fascinating. This isn't just another road-trip buddy movie. It is funny, it is poignant and it is a brilliantly written and crafted film.

The only drawback is, you will have to wait until US Thanksgiving to see it."
14,Green Book (2018),6,As a light-weight feel good film it works. However if you go into the cinema expecting something a bit more substantial then be prepared for disappointment. The biggest negarive for me was the fact that it is such a predictable movie. Without seeing it I could have written an accurate synopsis based soley on the premise. Definitely overrated for the cinema but ok if you want something easy on the brain at home on a Sunday evening.
15,Green Book (2018),9,"Just caught this as the surprise film of the London Film Festival. Such a well written drama with heart, soul and comedic touches, brilliantly performed by the two main actors, and given such an authentic 1962 shiny look to the film by the production designer and cinematographer. A truly great true story with themes that all audiences can connect with - namely, music, family, race, sexuality, friendship and love - and Viggo Mortensen probably gives the performance of a lifetime. Will surely rival A Star is Born at the Oscars in many of the same categories."
16,Green Book (2018),7,"Right off the bat I want to say that I thoroughly enjoyed this movie.the cinematography was beautiful with such rich color pallets. The score was wonderful and set the tone very well. Lastly the acting was incredible. Viggo and Ali shined in their roles and did a great job at portraying their characters.

That said, in my mind the movie was nothing special. It was all very predictable and had a very similar feel to many other civil rights movies in which a black man and a white man start off the movie with a reluctant relationship and slowly warm up to each other as they begin to appreciate their similarities and eachothers troubles and eventually defy all social norms and become good friends. I'm not saying that they shouldn't have become friends because you can't rewrite history and this movie was based on a true story. I just wish that story telling was a bit more ambitious and delved into some of the ideas deeper rather thank making a well made but otherwise mediocre civil rights movie."
17,Green Book (2018),10,"One of the reasons why I love this movie is simply because we are soooo much more. We as ""Black"" people have rich, intriguing, moving, and funny stories-I hate that we are sitting around waiting for the Next Great Director make movies in which the narratives do more than entertain. I hope Tyler Perry would be one of those innovative directors, but now I don't care who tells it-as long as it gets told. Thank you to the writer and director for such a moving movie that touches more than my funny bone."
18,Green Book (2018),10,"This movie has it all......it's a true story done just right. The audience clapped and clapped when the movie ended and no one got up until the last credit rolled. It's hard to believe that this was 1962 and even more frightening to think that some of the behaviors in the movie are being duplicated today in this country. It's a movie that is worth seeing again and again, it's that good and realistic."
19,Green Book (2018),4,"There is nothing new in Green Book. The same story has been told many times by the Hollywood propaganda machine - improbable interracial friendships where the black man has to do all the emotional heavylifting in order to make our white protagonist slightly less racist. This ""friendship"" is ultimately portrayed as a mutual exchange of perspectives, where both sides manage to find common grounds with each other and come to understand their shared humanity.

This is the archetype of the liberal humanist narrative, where power structures are conveniently ignored, and where political oppression and economic exploitation is reframed as nothing more than differences in culture and perspectives. As a result, according to this ideological narrative, the purpose of (liberal democratic) politics is reconciliation and compromise, as opposed to struggling for emancipation. The problems of structural violence and economic exploitation is reframed as individual prejudice and actions, which can be changed by respectability politics (""they go low, we go high"") and this bland humanist appeal to the oppressor's conscience.

This is the deeply ideological narrative of Green Book and countless other stories, from Driving Miss Daisy (1989) to The Green Mile (1999) to Gran Torino (2008) to The Help (2011), where the real problem - the irreducibly structural problem - is always erased in favor of a feel-good humanist drama that appeals primarily to middle-class white guilt. Year after year, middle-class white audience can walk out of these Hollywood films with a smug face, complacently declaring that they're glad that ""racism is finally over.""

Many people defend this film by saying that there's nothing inherently wrong with a comedic and light-hearted approach to serious social and historical problems. What they're saying is not wrong. In fact, some of the greatest works of cinema (and art in general) is about people finding humor and spirit in extreme positions of subjugation and poverty. Yet these artworks depict poverty and oppression with acute social awareness and compassion, instead of flattening them into bland archetypes or straight-up ignoring them, which is what Green Book is guilty of.

Here we have two characters - an educated upper-class black man who is completely isolated from the culture and social conditions of his people, and a racist working-class white man who is portrayed as a misguided good-hearted person. The class dimension is never explicitly challenged or fully confronted, especially Don's bourgeois sensibility. Instead, the film focuses on how the two can learn from each other and become better persons - Don becoming more down-to-earth and in touch with black popular music, and Tony becoming less racist. Yet the film never backs down from its pedagogy of respectability politics and never challenges its narrative of black exceptionalism. What does the film ultimately show about Don and Tony's friendship? It shows that only an exceptional, upper-class, respectable, talented black man can change the racist attitude of a white working-class man, and the film invites the audience to participate in its complacency, its classism, and its outrageous reductionism.

The problem is not the humorous approach, but the absolutely reactionary myths about racism and racists that are perpetuated in this film, and the bourgeois complacency that this film engenders, which does nothing but reinforce the continued whitewashing and cooptation of the civil rights strategy, and the perpetuation of assimilationism, respectability politics, and reconciliationism."
20,Green Book (2018),10,"This film's core thought and social issues are obviously embodied by the African American pianist Don Shirley (Mahershala Ali) who educated at USSR and hires a Italian-American bouncer Tony Vallelonga (Viggo Mortensen) as his driver/ assistant for musical performance tour across the continent of US from the north (N.Y.City) to the south (Birmingham, Alabama) in post war era.

Two social issues are concerned here rather than the lack of literacy of the working class protagonist Tony. One is class relationship of the capitalist class and the working class; the other one is that the African origin and the Caucasian.

The family relationship (loneliness caused by Tony's tour assistant job which has an emotional effect between both Tony and his wife) is something additional to this core social issues concerned in this film.

Among all the locations they traveled, I personally familiar with Louisville, KY where the famous Muhammad Ali (1942-2016) lived as a hometown, KFC also headquartered in that town.

When Toni enjoys KFC fried chickens and throws its born and a coke away from the car window during driving on the town road, we can clearly know his disgusting bad behaviour that makes working class look like a bit unenlightened. It also makes us uncomfortable while seeing the film.

However, the fight scene in the bar at that town is a resemblance to what had happened to Muhammad Ali during his earlier age in Louisville that he was refused from entering a restaurant in that way.

Besides this, the abusive Caucasian police officers falsely flag and arrest Don and Tony at sundown town during car driving on the rainy day. This kind of racist tendency is also a typical everyday scene in the American society.

A capitalist/African American pianist Don teaches illiterate Tony during his job on the tour to help him sending far better written letters to his wife as a sign of Tony's personal development and improvement of his disgusting behaves.

The most tensioned moment of this film is when Don refuses to do the final performance after he gets discriminated by the conservative racist restaurant manager from entering the place for a dinner.

His brave decision to break the deal under such awkward business occasion is nether for the business profit nor reputation but it is for protecting his human dignity. Remember making a decision is an essence of plotting and the entire story telling to express something important and identifiable for audiences and society in general.



Of course, the film is not a far left class war stuff, it is ordinarily intended to harmonise both racial difference and class conflict with such happy ending. The entire framework of film construction is a typical capitalist one."
21,Green Book (2018),10,"This movie is not only smart and funny, it is incredibly watchable and enjoyable. The cars, the food, the clothes, the background music, the piano playing, the faces and voices of the character actors -- not a dull frame.

To story, writing, directing -- This movie avoided the traps that road-trip buddy movies faceplant into. Scenes that easily could have been trite and corny were fresh and sharp. No punches pulled, people ground into the dirt and resurrected by sheer strength of will. Some of the events were so painful and unsparing that I had no idea how the movie would end.

Another big thing, the movie wasn't cynical despite some of the ugliness it reveals. Faith, family, honor, are all part of the movie without being in your face. You'll fall in love with the characters."
22,Green Book (2018),3,"I had high expectations based on the positive reviews but was quite disappointed.

The story had a good potential to explore a relationship between a sophisticated black pianist who employs a white working class driver as they travel through the US south in the sixties. They have seemingly nothing in common, from the way they were brought up, the way they speak and eat, their family backgrounds and financial situations, their way of treating other people. As they spend time together on the road trip, they start to appreciate each other and learn from each other.

What bothered me was that the characters ended up being caricatures instead of being believable. The film tries to depict their differences to the point that it did not make sense. For example, we are supposed to believe that a black musical genius pianist never heard of Aretha Franklin or Little Richard? Or that he never tried fried chicken? I also thought that Viggo Mortensen was slightly over-acting.... The racial problems were not depicted in an authentic way.

The movie just received an Oscar nomination for Best Picture, likely because of the social commentary and not because of great film-making."
23,Green Book (2018),10,"The film, from which at first did not expect delight. The film, behind the ease of irony which hides a deep meaning. A film that you watch without stopping, although this is far from a blockbuster that you have been waiting for for years. It's all about Peter Farinelli's Green Book.

The plot tells of a journey through the southern states of a talented black pianist (Mahershala Ali) and his bouncer driver, hired solely for this tour (Viggo Mortenessen). Minor at first sight and a little bydlovaty hero Mortensen during this uncomplicated journey becomes for an esthete pianist a true friend, support and even a treasure of useful knowledge about life and society, and he draws from the boss useful skills in aesthetics, love of art and good parenting.

The plot is very simple, the film looks incredibly easy. Dialogues are written ironically, absolutely not boring, but at the same time they remain filled with meaning for the viewer. The relationship between the characters is the main motive of the film. And how could so different people in all respects be able to become each other friends for life in a few weeks?

It should be noted that the leitmotif of 'racism', which at that time was still extremely common in America, especially in the south, was incredibly subtly written. All these hotels are for 'colored', individual cafes, pools and even latrines .. the nuances of that time in the film are shown perfectly, and so that you yourself feel ashamed that this existed. I literally wanted to stand up and give the characters in the face in several scenes.

Surprisingly, the director Peter Farinelli had previously shot mostly comedies (and mostly with his brother), and this is his first film in the comedy drama genre. From my point of view, he handled it perfectly and I would love to see what else he would film later, although I can't say before that I set him apart as an interesting director. Perhaps it was the fact that the film was made only by Peter Farenelli very strongly contributed to the 'nobility' of the picture in terms of humor.

The funny fact is that one of the screenwriters of the film is Nick Vallelonga, his father was the prototype of the main character Frank (Tony Chatterun) Vallelonga. The script was written on the basis of dictation records made by Nick Vallelonga. Later on these records, Viggo Mortensen learns to speak Italian, because his hero is Italian.

The film was shot in the spirit of the 60s, beautiful cars of that time are very well shown, the art of the costume, the receptions in the large houses of the rich public (some 'Gone with the Wind' is immediately remembered)

This film is simple, kind, sincere. Without any strain, without life horrors, you know, where someone dies, someone is killed or someone is in prison. The atmosphere of the film is ""soft"" and light. You literally find yourself in this time, with terrific cars of all colors of the rainbow, men in flawless day costumes of all colors, gentlemen with whiskey at the bar in hotels listening to the brilliant pianist.

The Green Book is not a picture of slavery, racism and humiliation, although it touches on these topics. The Green Book is a film about honesty, human dignity, true friendship and mutual support between people. The film is about the fact that it is very difficult to change the ingrained thinking of society alone, even if you are brilliant and famous.

By viewing required."
24,Green Book (2018),10,"I was fortunate enough to see this at a Directors Guild Screening last night. Wow!! Characters, dialogue, sets, costumes, cars..... really transported me to an era I had not experienced. I was sad when the movie ended... the mark of a great film. The scene with the fried chicken in the car was priceless. I could watch it 1000 times.I sense oscar nods for Mahershala Ali, Viggo Mortensen, art department, costumes, writer(s) and director. Absolutely amazing..... Do not hesisitate to see this!!!"
25,Green Book (2018),3,"How did this film even get considered for an Oscar? This is low grade pap, unchallenging, unbeleivable, dull and so cliched its difficult to believe a fine actor like Mortensen would get involved. And why cast a Scandinavian as a Bronx Italian? Mahershala Ali has done himself no favours either creating a cartoonish 'sophisticate', though the hand doubling during his piano playing was impressive. This is heavy handed populism, shallow and self-righteously preaching, reducing a complex social struggle to simple stereotypes. The cinema landscape of 2018 must be very lacking for this to be lauded as it is. But then in reality it is not, with Masterpieces like Roma on display, its just that the Oscars is not really as important as it would like to be."
