num,title,rating(10),review
15,"
Captain Marvel (2019)",6,"I have said it before and I will say it again. The Marvel Cinematic Universe are on a higher plane compared to other superhero franchises. They can knock it out of the park, shot after shot.

I went to this movie knowing almost nothing about Captain Marvel apart from there was originally another DC character with the same name who became Shazam.

The film takes a little while to get going as it wants to set up the character of Vers/Carol Danvers (Brie Larson.) Vers is a warrior recruited by the Kree. They are fighting the evil Skrulls who take over planets by infiltrating them. They are shapeshifters led by Talos (Ben Mendelsohn.)"
16,"
Captain Marvel (2019)",8,"After all the hype about this movie, I'll just say that me and my movie theatre-working friend really enjoyed this one! Brie Larson stars as Vers though we later find out she's had amnesia and that her real name is Carol Danvers. She also finds out about where her loyalties should be when she regains some of her memories. There's plenty of good action concerning her and some of her friends. Also, Stan Lee makes one of his last cameos having passed away several months ago. As a result, the Marvel logo at the beginning has his other cameos over the years with the greeting, ""Thank you Stan"" at the end of that. So on that note, we recommend Captain Marvel."
17,"
Captain Marvel (2019)",8,MARVEL-ous Larson & cast keep things from going full-tilt in the empowering additont to MCU
18,"
Captain Marvel (2019)",8,"Vers(Larson, strong, not always embracing her humanity, stirring. Just like the film itself) has only a fractured memory of her past. Over the course of this, she recalls many of the most significant parts. Originally from Earth, she was given a new life and set of abilities by the Kree, an alien race. She's now part of an elite team of theirs. Don't worry about the other members; you're not going to remember them, or need to. They're like less developed ""Warriors Three"" from Thor: though, I realise they're from the comics, if you had shaved it down to maybe just one, then that person could actually get something substantial. To do, say, be. Anyway. She has to keep a secret weapon out of the hands of the shapeshifting Skrulls. Through certain circumstances, She ends up back on this planet, and immediately attracts the attention of young desk jockey SHIELD agent Nick Fury(Jackson, less cynical than usual, which is a welcome change. Not that I didn't love him before. but it would be annoying if he was like that this whole thing. Instead we get a buddy comedy dynamic), who comes out of the de-aging looking real, and rookie Coulson(Gregg, less confident), who, in contrast, at times looks like he considers petroleum jelly a form of makeup.

The action is great and plentiful, the effects are stunning, the 3D adds depth and atmosphere, the twists and mysteries keep you guessing, the villains are compelling, and the humour nearly always works. Then again, that isn't only true of this entry. So let's focus on this being the first of them that is feminist. That aspect is less focused than in Wonder Woman - the DCEU has always been taking bigger risks than the MCU, and that was one of the times where it paid off. Aquaman is the other one. Fingers crossed Shazam will be the third. It would not have been difficult to make this more about empowering women: for one thing simply make more of the characters female, even if they are men in the source material, and add more of the issues that they face. So I would say it's a case of simply being too scared to go for something unusual for them. I guess they figured they couldn't repeat the success of Black Panther, which delved incredibly deep into racial issues. Like WW, however, this will inspire young and old Members of the gender: where that motion picture was very much about feminine qualities and values solving problems that masculine ones cause, this is more about meeting the standard that men set, and surpassing it: hence, ""higher, further, faster"". While I tend to consider the former as the more progressive of the two, obviously there are a lot who want to do certain things, and are told that they can't live up to the requirements, for reasons physical, emotional, and psychological. Those saying no may even pretend that there's no sexism involved. And this will urge them to keep trying, with aforementioned three word motto serving as a rallying war cry, if you'll permit a portmanteau.

There is a little strong language in this. I recommend this to everyone, XX-chromosomes in particular, not exclusively. 8/10"
19,"
Captain Marvel (2019)",7,"I enjoyed it, but my least favorite of the Marvel series so far"
20,"
Captain Marvel (2019)",6,"Greetings again from the darkness. Girl Power! Not only does this serve as an origin story for Carol Danvers/Captain Marvel, but Anna Boden becomes the first female director of a Marvel movie (she co-directed with Ryan Fleck, and they previously collaborated on IT""S KIND OF A FUNNY STORY, SUGAR, and HALF NELSON). It's Marvel's first solo female superhero movie, and even though it's actually a prequel to what we've previously seen in the Marvel Cinematic Universe (MCU), it clearly sets the table for AVENGERS: ENDGAME and the showdown with Thanos later this year.

Oscar winner Brie Larson (ROOM) stars as Carol Danvers/Captain Marvel, and the film opens with her as Vers, a human-Kree hybrid and a soldier of Starforce being trained by Yon-Rogg (Jude Law) for a role in the Kree-Skrulls war. Part of the training includes regular reminders to keep her emotions under control ... see, not only is Vers a woman but she also shoots sonic blasts from her fists. The filmmakers have not presented her story in chronological order, but have instead utilized flashbacks and memories to let us (and Carol) in on how she obtained her immense powers.

In Marvel tradition, the film uses much humor as it progresses. Proving that the action takes place in the 1990's, the roof literally comes down on a Blockbuster video store (foreshadowing future financial events), as Vers crashes to earth. Soon she has met young agents Fury and Coulson, played by digitally de-aged Samuel L Jackson and Clark Gregg, respectively. This is of course pre-eye patch Fury, though we do get that origin story a bit later in the film. As Vers peruses the Blockbuster shelves, we get a tip of the cap to THE RIGHT STUFF and TRUE LIES, and soon thereafter, a nod to Radio Shack, pay phones, pinball machines, pagers, and 90's era internet speed. The retro bits may be a bit overdone, but the millennial target audience will surely enjoy.

The always interesting Ben Mendelsohn plays Talos, the leader of the shape-shifting Krulls - who also sport the best make-up as they transform from pointy-eared green aliens into exact replicas of humans. Lee Pace returns as Ronan the Accuser, while Djimon Hounsou is Korath and Gemma Chan is Minn-Erva, both part of Starforce. Annette Bening plays the AI Supreme Intelligence, while Mckenna Grace appears as young Carol in flashbacks.

The glimpses of Carol Danvers as a US Air Force fighter pilot lead to the best dramatic scenes of the film - her reuniting with fellow pilot Maria Rambeau (Lashana Lynch) and Maria's daughter Monica (Akira Akbar). At first I was taken aback that Marvel dared cast a black actress in the role of stereotypical supportive sidekick, but then Ms. Lynch got her own impressive action chase sequence (similar to STAR WARS) and kicked some serious alien tail. Those familiar with the comics know that Maria Rambeau is the mother of Photon, a character likely to appear deeper in the universe.

The co-directors also co-wrote the script with Geneva Robertson-Dworet, and Nicole Perlman and Meg LeFauve contributed to the story. The strong female presence is impressive both on camera and off, as Pinar Toprak's score complemented the heavy 1990's rock music soundtrack. Again, nostalgia seems ever-present, as does the humor (Goose the cat/flerken) and good fun that existed in THOR: RAGNAROK and ANT-MAN AND THE WASP. Carol Danvers and her backstory also seem a bit more relatable than that of WONDER WOMAN.

Marvel offered up a nice tribute to the late Stan Lee by providing a new opening featuring his many cameos over the years. And yes, he was able to film his cameo for this one prior to his death in November 2018. So we have an origin story not just of Captain Marvel, but also of the Fury eye patch, the Avengers Initiative, and a prequel to all Marvel movies we've seen in the past few years. Two post-film stingers are included: one expected and necessary, while the other is good for a laugh. It's an inspiring story of a young girl who repeatedly fell down and got up and brushed herself off every time - even before her fists and eye balls could shoot energy streams. It's fitting and about time that young girls now have their own superhero to emulate."
21,"
Captain Marvel (2019)",8,"I didn't walk into ""Captain Marvel"" expecting more than a girls-kick-ass movie, which, given the massive hype behind this film, was a fairly low bar. One of the problems I've had with the marketing is introducing Carol Danvers as Deus Ex Machina for defeating Thanos.

The good news is that the movie easily surpasses expectations because there's actually a character here. She's as powerful inside as she is externally, and that's what ultimately makes this work. I was (as always) impressed with Brie Larson, although the script didn't offer her many chances to actually speak. It's to her credit that she charms with what she's given.

The real surprise to me is that I enjoyed this movie in the larger MCU sense than just on the origin story basis - and I can't remember the last time this has happened. I liked Nick Fury's expanded role here, his youthful CGI work is impressive, and those scenes in which he has sort of a buddy relationship with Carol were very nice. Also love that he is a cat person.

So yeah, she's super powerful, but it's earned, and this actually made me excited for the next Marvel movie (and I've been suffering burn-out for years)."
22,"
Captain Marvel (2019)",6,Captain Meh.
23,"
Captain Marvel (2019)",7,"Thank You Stan, It's Been A Fun Ride"
24,"
Captain Marvel (2019)",2,Confusing boring childish
25,"
Captain Marvel (2019)",3,"God, I love Brie Larson. Loved her in Scott Pilgrim and absolutely agreed with her Oscar for Room. So what the bleep happened here?

It is hard to think back to the many, MANY superheroes of the past couple of decades to find a superhero SO plain, SO boring, SO shallow, SO lifeless and without a bit of soul or personality as Brie Larson's Captain Marvel. I had to check to see if George Lucas directed this, because I definitely saw the female Anakin Skywalker here.

She was so bad, or her character, at least, she took me completely out of the movie. I never once rooted for her, couldn't care less about her plight and frankly was just waiting for her to end up right where I knew she would thanks to the third Avengers movie. And that's sad, because the movie isn't necessarily a bad one...it's just the title character had none of that Marvel as suggested.

Erasing the bore, I loved how the movie was shot. Set in the mid-90s, it, of course, had a kick-ass 90s soundtrack (all of my favorites!!) and the familiar technology and stores from back then. But, bypassing that, the movie FELT like it was shot, edited, paced and scripted like it was from the 1990s. I totally felt transported back to my favorite decade and I praise this movie for that.

In a rather quick and easy to follow setup, we learn our title character wants to join an elite group of alien warriors hell-bent on stopping shapeshifters from destroying their protected worlds. Naturally, the one focused on in the movie is Earth and there, our ""hero"" has to track the shapeshifters with no other than Nick ""call him"" Fury.

Sadly, the movie is predictable from minute one and this is not just because it ties into many other MCU films. Normally, that would bother me, but again, the filmmaking all felt really 90s to me, so I'm pretty familiar with the old formulas.

Only a select handful of jokes landed, mostly from Sam Jackson and the special effects were good, not great. Too many of the older actors looked fake as younger versions of themselves. Despite that, it was so nice seeing Annette Bening again. It's been far too long.

I didn't hate the movie, but will only give it a VERY mild recommendation. If Captain Marvel/Brie Larson wasn't so incredibly and painfully dull, we would've had a MUCH BETTER Marvel outing. It even ended somewhat solidly for her, but not enough to make up for the previous 2-hours of sleepwalking she did.

***

Final thoughts: Admirable on the opening Marvel Logo and the 1st post-credit scene: totally worth it, especially since it's only 1-2 minutes into the 20-minute end credits. You can absolutely skip the last post-credit scene and just Google it when you get home."
26,"
Captain Marvel (2019)",9,I love that cat
27,"
Captain Marvel (2019)",5,Just Get Me to Endgame
28,"
Captain Marvel (2019)",7,"It says a lot about the mammoth universe built by Kevin Feige and the folks at Marvel over the past 11 years that merely the glimpse of a modified pager displaying the colours of their costume is enough to generate a huge amount of buzz around the arrival of a new superhero. Captain Marvel's introduction was teased during the traditional post-credits stinger of last year's Avengers: Infinity War, and now, just under a year later, Brie Larson's Carol Danvers finally makes her bow. Black Panther became a cultural phenomenon, and Infinity War delivered and then some on its promise to bring this breathtaking (first) saga closer to an end, so the small-scale and light-hearted Ant-Man and the Wasp was a welcome, if underwhelming palette cleanser. Captain Marvel is the studio's first female-led superhero film, so there's a weight of expectation behind Marvel once again."
29,"
Captain Marvel (2019)",9,"In a rather surprising turnaround, what seemed mostly a good, but not really that great superhero movie turned on its afterburners for the last twenty minutes of the movie to make quite a show of it. Most of this movie was pretty much simplified overkill, token humor, and a lot of show off special effects, action sequences that really felt like a pretty masculine derivative. The tone of the movie also uncharacteristically wavered some during the first half of the movie. A disoriented and disjointed first half of the movie which was supposedly part of the nature of the storyline of this movie, but it wasn't effectively presented. With a little bit of Ender's Game (2013) intrigue the movie twist was pretty effective, if not stunning along with a smidgen of reverse ethnic psychology. The observable 3-D technological enhancement continues to progress helping to offer an almost awesome display of immersive reality. Not quite there yet. Overall, this movie almost didn't come through and can't really be considered a complete success owing to its rather average beginning. But the storyline and the ending performances shine resulting in of the few movies to make it out of its crash dive with a stunning and heartful conclusion that just barely earns a nine out of ten."
