num,title,rating,review
11,The Lion King (1994),9,"Released Christmas Day in 2002 to IMAX and large format screens, The Lion King makes a triumphant return to the screen after eight years. Its every bit as majestic and great as it has been before.

The Lion King Mufasa (James Earl Jones) just had a baby cub named Simba. All of the animals come to the ceremony, except for Mufasa's brother Scar (Jeremy Irons). Scar desperately wants to be King, but can't. As long as Mufasa and Simba are there. Soon Simba is able to walk and talk and is voiced by Jonathon Taylor Thomas. After hearing about an elephant graveyard from Scar, he and his friend Nala (Niketa Calame) visit it. They meet three bumbling hyenas: Banzai (Cheech Marin), Shenzi (Whoopi Goldberg), and Ed (Jim Cummings), but they manage to leave unhurt. Scar is upset that the hyenas didn't do the job, so he orders a stampede to wipe out both of them, but it only takes care of Mufasa. Scar convinces Simba that he killed Mufasa, not Scar. So Simba flees into exile.

The Lion King really benefits from the larger screen. Its lavish landscapes will be able to capture you more, and you can really savor the animation. Disney didn't need any humans, so they could spend all of the time on a great story and lush landscapes. In fact, its camera movement was so majestic that you actually felt like you were part of the pride of lions.

The music boomed and really created the atmosphere. Although I had seen this picture before, I still was tense because of the way the music played out. Most of the time, I would just roll my eyes at the attempt to make me nervous. But Hans Zimmer's music really bowled me over and made my heart do calisthenics. Unlike such new Disney pics like Lilo and Stitch, the songs actually did some good. They took you out of a somewhat dreary mood and put a smile on your face and made your feet want to tap along. There were only a few, but they were very entertaining. And the Circle of Life song at the beginning was beautiful, with its perfect pictures and perfect sound.

I really like James Earl Jones (he's pretty diverse), and this time was no exception. He seemed to act like he didn't want to do this role, but he couldn't contain his excitement for wanting to do voice-overs again (he had done some work in The Simpsons before). Matthew Broderick redeemed himself for me (after the atrocious Ferris Bueller's Day Off) by showing a strong voicing as the adult Simba. Cheech Marin, Whoopi Goldberg, and Jim Cummings really had good chemistry together, even though they didn't have much screen time. Irons was really good and creepy as Scar (one of those who you can't help but hate), and if that is him really singing, brava!

Be warned, The Lion King isn't really for youngsters. It had intense thematic elements that should have warranted a PG, instead of those that don't deserve it (Lilo and Stitch, again). The mood that the music and the script brought out could damper your day, so be warned.

This is one movie where you can feel for the characters. You don't say `haha, he's dead', you say `Gasp! I'm so sad!' If it weren't for the gifted scriptwriters, this movie would be kaput and a nothing, not the best Disney movie ever made.

The Lion King is a majestic movie, not without humor, that is for almost all to see.

My rating: 9/10

Rated G for intense thematic elements."
12,The Lion King (1994),1,This movie is a complete and shameless rip off with no credit given of the original Kimba the white lion made in Japan in the 50's or 60's that I remember seeing as a kid. While the animation is bright and the voice acting is bearable I cannot bear to see Disney continue to take credit for another's work
13,The Lion King (1994),10,"This movie is, quite seriously, the Citizen Kane of Disney animation. Every animated movie from Disney ever since has been a failed attempt to recreate the masterpiece that this film is. This movie is an anomaly in a market usually dominated by formulaic kiddie-fare. Unlike most films from animation studios, this movie will enthrall you, whether you're 5 years old, or 50. An epic plot, intriguing characters, great music and hillarious moments make this film a family classic that will endure through the ages. 10/10"
14,The Lion King (1994),10,"I think think this film is excellent and nothing can ever relate to it. I will love this movie my whole life i know i will!! Its great :) 

The music, the sounds, the characters,the whole movie is great. Its definitely great for kids and it always will be this movie will never grow old. People will still like it when they are 60+. I bet there are people sixty and over who do love this movie.. I am glad that i grew up with this movie its great and i just have to say fare play to the directer i love it!!! I am happy i found this sight i think it is great it give the public a chance to see how there favorite movie is rated by people all over the world. And i think it is excellent the public is aloud to vote!"
15,The Lion King (1994),2,"I apologise to all those captivated by the African landscapes and orchestral harmonies, but this movie is disjointed and shallow. The mass of names credited with the ""Story"" says it all - this movie is a bunch of disconnected scenes thrown together with absolutely no character cohesion at all. Some examples:

Simba and Narla bicker and argue. They then sing ""Can you feel the love tonight?"" They then IMMEDIATELY continue to bicker and argue, and part ways.

Simba goes from little kid to mature adult - Timon and Pumba do not age a day.

After Mufasa safely brings himself and Simba up the cliff, he is then thrown to his death, and Simba never sees this as unusual or even wonder why.

There are absolutely no male lions anywhere in the entire movie other than Mufasa, Scar and Simba - an entire tribe of Lions at pride rock, with no males at all.

Timon and Pumba play absolutely no role in the plot, meaning or interest of the movie. They are shallow comic diversions that have no place being there. Their theme song (Hakuna Matata) contradicts the entire message of the movie, which is to live up to your responsibilities instead of ignoring them.

Not one lion in Pride Rock EVER wonders what happened to Simba, and nor does the annoying bird Zazu, who was right there when it all happened - this is utterly ridiculous.

Scar would never have simply admitted to killing Mufasa.

After years of constant threats and derision, Mufasa is surprised when Scar turns against him, as if he never suspected a thing...

I could go on for a long time. This movie makes no sense, it is too scary and murderous for young children, and it completely lacks any emotional involvement with any character. The young Simba is utterly arrogant, the old Simba completely distant, and his change of character totally unbelievable and contrived.

Yes, this movie ""deals"" with many grand themes - it deals with them in the same way a food processor would ""deal"" with a 3 course meal - mash it all up into random unpalatable rubbish. Yes, the themes are there, but the movie has nothing to say about any of them, and they are presented in a completely disjointed manner. Comparisons to Hamlet is one of the greatest insults possible to Shakespeare.

If you want a good kids movie, The Lion King IS NOT IT."
16,The Lion King (1994),2,"The Lion King' is a Disney animation about a lion cub named Simba who runs away from his responsibility after thinking that he is to blame for his father's fate. Along the way, Simba meets Timon and Pumba, the comical sidekicks. It's a sad film, but it is a film about life, and it is realistic in that sense. However, 'The Lion King' is probably my least favourite Disney animation. Although Timon and Pumba are supposed to provide the comic relief, I found the couple very annoying. Yes, this film had huge success in the 1990s, but I was never impressed with it. Most people seem to really enjoy this film, so I am probably in the majority for giving it a low rating, but I just did not think it was that good of a film."
17,The Lion King (1994),2,"How overrated can a rubbish film like this get?! It's a mess, it's depressing, it's got dumb comedy - there's only one three good points about this movie and that is the animation, the appealing drama of the stampede scene and a few of the songs; ""Can you feel the love tonight?"", ""I just can't wait to be King!"" and ""Be Prepared"" the rest is simply repelling. I'm a spoilsport - I know! Because everyone else looks at ""The Lion King"" with awe but I DO think you need to realise the many poor points to this Carlton-film:

1. Terrible voice talents 2. Timon and Pumbaa are extremely annoying, offensive to the ears and just plain stupid 3. Simba would rather spend time with Timon and Pumbaa than go to his home at the Pride-Lands where he is desperately needed 4. Scar is also madly irritating rather than a frightening villain 5. Comedy that is stupid rather than funny 6. Adult Simba, it seems to me, so sugary and sentimental 7. Scenes of death 8. Immense depression as Mufasa is killed 9. The hyenas - those annoying, moronic hyena, especially the thorn pit scene! 10. Everyone is intimidated by Scar who, like I say, isn't even slightly scary 11. IT CAME SIXTH IN CHANNEL 4's 100 GREATEST FAMILY FILMS!!!

I know I don't have the power to tell people what to like and what to hate, but I hope the list that is further up (of 11 items) might have given you something to ponder on before you watch this trash of a film on either video or DVD. I am a movie-lover and people think I am an expert on this kind of thing. What's more, Christmas 2004 was absolute chaos and thoroughly aggravating because in Hereford (England) there's a horrid, obnoxious, mindless, careless and stupid school called Barrs Court School and its loud-mouthed, unfunny-when-he-tries-to-be-funny, headmaster Richard Aird had organized his own version of the ""The Lion King"" and it was a complete travesty, utterly poor, pathetically acted by the silly pupils of the school (I didn't bother) and just a heap of cow muck! Hugely undeserving of all the people of this town giving up their time to see it. They're nutty as a fruitcake, if you ask ME! Even though, unlike Richard Aird hopeless, brainless, pointless, pitiful pantomime, Disney's ""Lion King"" has a professional production, reasonable animation, good drama, and admirable songs, it simply can't stand comparison with Disney's recent animated hits like ""Beauty and the Beast"" and ""Aladdin"" - it's too obnoxious and depressing!"
18,The Lion King (1994),2,"What could I say ? Disney simply copied one of the most popular japanese animated series and destructed it ! What makes me laugh is that Disney pretended to have worked hours and hours on the backgrounds (if you see a good one, phone me !)...God ! If you want to see the real one, go see ""Jungle Taitei"", you'll see something really different !"
19,The Lion King (1994),2,"I usually enjoy Disney cartoons. However, I remember first seeing this film on the big screen in 1994 and thinking how Disney could have green lit this film with so much cartoon violence.

Sure, the story is one of self discovery and finding one's place in the ""circle of life"". But there are many, many ways to tell the story without senseless violence. I played the film for some small children a few months back and they cried because of the death that happens during the Stampede.

To be honest, I can't put my finger on it, but there's just something about this film that makes it unlike the other Disney cartoons and very, very depressing.

By the way, the word SEX appears twice in this film. No, it's not the suggested ""SFX"" and no it's not ""unitentional."" I will never watch this film if I don't have to; I would rather watch the Chipmunks. 2/10."
20,The Lion King (1994),9,"The Lion King was the best Disney film of 1994, and perhaps for a few years after. We all know Disney's been hashing up cheap tricks for kids-dumb sequels like Lady and the Tramp 2, Cinderella 2, all that stuff recently. But the Lion King was great, and the all star cast including: Rowan Atkinson, Matthew Broderick, Whoopi Goldberg, Jeremy Irons and James Earl Jones really help this film too! Great animation, story, and characters. The Lion King's a great film!

3.5/5 STARS-

JOHN ULMER"
21,The Lion King (1994),3,"Rarely have I watched a ""kids"" or ""family"" animated full-length movie and felt so unsatisfied, finishing the viewing with a frown on my face. This didn't happen the first time; just on the second and third looks. The film just got worse the more I watched it.

Maybe I got more culturally aware. I saw how much New Age baloney was thrown into this film, with Elton John singing about the ""circle of life,"" and a bunch of other more subtle Left wing propaganda that is typical of the Disney company.

The villain, and even the little hero, became more annoying in multiple viewings. Once again, the more I watched this, the more unappealing both the characters and the story became, not just the ""theology."" 

Nothing in the story is boring, however. The characters are interesting, from the lions to the hyenas to the warthog and his buddy (who provide most of the comedy in here.) The graphics are top-notch with some of the animation - especially in the beginning - just gorgeous."
22,The Lion King (1994),4,"I'm not going to apologize to any of the idiots who may get offended by this comment. The Lion King is a really really really dumb movie. It is crap. The plot is extremely superficial and the characters are all so quickly spun and consistently shallow that by the end of the film I couldn't care less who won the day. To be honest I was rooting for Scar (at least he had the cool creepy voice).

Raves about the celebrity voices? I'd rather have people I don't know speaking the lines. It gets distracting when you know that the hero is Matthew Broderick, or the villain is Jeremy Irons or Whoopi Goldberg, or whoever. And since when are all African lions American or British?

Raves about the songs?! THEY ALL SUCKED. I only remember three of the songs (were there more?) The circle of life (even I have to admit that the first 5 five minutes of the movie were impressive), I Can't Wait to be King (possibly - no certainly - the most annoying song ever to be created by Disney, topped by the most out-of-place and contrived dance scene, and it was also reminiscent of the Beauty and the Beast classic Be Our Guest...extremely tacky, all in all), and Hakkuna Matata, which almost ties for most annoying song, because for years it was being shoved down the public's throat through toy and soundtrack promotions.

I am a huge Disney fan, but this movie made me doubt my allegiance. To all duped consumers out there: If you want to see good Disney; if you want a movie that will entertain children and adults; if you want to hear good songs; if you want developed lead and secondary characters; if you want to see a plot with more dimensions than a sheet of paper; then see Beauty and the Beast, or The Little Mermaid, or Aladdin. Give this one a rest!"
23,The Lion King (1994),1,"Hyenas are now hated for this stupid movie. And lions are not the kings of the beasts. It just sucks! It is my least favorite movie of all time. If I was to chose between watching the lion king and Attack of the Killer Tomatoes, I would chose Attack of the Killer Tomatoes. I have no idea what people see in this movie. I would give it a negative number if I could. HYENAS KILL LIONS! I just hate it. TIGERS ARE THE KINGS OF THE BEASTS! NOT LIONS! I have to say, I was very disappointed, the only good thing was the music. Honestly, I wish those lions starved to death and I am glad that simbas father died. I hate Disney for making people hate hyenas. I LOVE THOSE GUYS! They are AMAZING! In fact, I like them better than humans! I just can't wait to be king. To bad you will have to wait forever. By the way, wildebeest can not trample and ADULT MALE LION! Way to go on the details there. Disney has to make a movie about hyenas being good because honestly, hyenas are not more evil than humans. AND THAT IS A FACT!"
