num,title,rating(10),review
11,Avengers: Infinity War (2018),6,Overrated and bloated
12,Avengers: Infinity War (2018),9,"This movie has made me feel things that I haven't about a movie in a very long time. If you are anything like me you will definitely feel a sense of ""everything is gonna be alright"" because of the generous sprinkling of light humour that makes the situation feel less serious than it actually is. The emotional roller coaster that begins right at the beginning of the movie to the very end has you feeling more and more frustrated and on edge as it goes on. Don't get me wrong this movie is absolutely stunning and amazing and a cliffhanger at the end has you wanting more and more. I'm definitely very excited to see how this storyline will carry out in the next Avengers movie."
13,Avengers: Infinity War (2018),7,An objective review of Avengers: Infinity War
14,Avengers: Infinity War (2018),9," Let me be clear Infinity War is not flawless, it has its faults but thankfully they are overshadowed by two hours of awesomeness.

Every movie in the Marvel universe for the last decade has ultimately been building up to this therefore expectations were through the roof and for the most part it delivers.

Almost every character from the MCU teams up to face its most dangerous foe yet, the mad titan himself Thanos and if you know anything about the comics then going in you'd know to brace yourself for heartache.

With all the hype as to who wouldn't survive the film I'm left wondering just how many deaths are permanent, this is a superhero universe after all so never say never.

Though the story and Thanos's motivations differ from the comic this can be forgiven as the new story is wafer thin but competent.

As you can imagine one of the most exciting things about Infinity War was uniting heroes we've never seen side by side and that certainly delivers on all fronts. The action is thick and fast, despite the dark overtone we have plenty of comedy and teenage Groot didn't ruin the film like I feared he would.

Obviously this is not a big finale and merely a high profile chapter in a much larger story but the movie is highly climatic regardless.

I am saddened that this wasn't a two parter, alike Civil War (2016) this was a huge story and perhaps should have been broken up across movies.

Infinity War is a contender for the best Marvel movie and instead of feeling burnt out after the never ending stream of films this has wet my appetite for more and I can't wait for the next film.

Excellent stuff, though where in the blue hell was Ant Man?

The Good:

Children of Thanos

Thanos

All out action as expected
Ties everything together nicely

The Bad:

Peter Dinklage (Never thought I'd say that)

So many characters were spread too thin

Things I Learnt From This Movie:

If Thanos and Cable ever meet its going to be super weird

Dishonest footage/photos are commonplace now (Look up the footage of Hulk in Wakanda running with the rest of the team) Seriously, never happened.

Somewhere out there right now are DC fans claiming this is a bad film"
15,Avengers: Infinity War (2018),10,"Just WOW , The Russo nailed it, hand down from me they did it again. Part by part is interesting to watch , some of scene make me shock some scene make me wanna punch people so bad. Thanos is the best villain I've ever seen. He not just normal villain to kill bunch of people because he love but his motivation so clear why he wanna do that and most people know he is collecting all the infinity stones. 

One of the best part of it the team up Guardian & Avengers just amazing, full of humor cannot stop laughing watching their scene together. For 1st time my brain cannot process what going to happen in Avengers 4 really hype about it.

Really worth watching it , if u non Marvel fans or superheroes fan this movie is worth to watch , really enjoy it . Of course every good movie always have some issue with it but just MINOR issue can close eye and let it go. Going to watch it again soon . Love from Malaysia."
16,Avengers: Infinity War (2018),9,"The most anticipated movie of 2018 has now been released and my word, I have to say that Infinity War was brilliant on each scale, whether be its story, Visual Effects and the ensemble cast consisting all the Marvel characters. Every Marvel Fan needs to watch the movie as words cannot describe the magnificience of the movie."
17,Avengers: Infinity War (2018),8,"Do not believe the ratings, this movie is not nearly as good as people claim it is"
18,Avengers: Infinity War (2018),10,"There is literally no way to dislike this movie. People complain about humor. Use your brains and you will see that the humor is necessary yet high quality. There are no mistakes in any of the aspects of the movie. Some minor plot holes but thats it. it's a solid 9.5 movie. An epic journey. With more than 20+ characters Russo brothers managed to an amazing movie with that many caharacters. This is literrally the hardest movie ever in cinema history. And they succeeded amazingly. Which Zack Snyder/DC couldnt do with that terrible movie Batman V Superman. Only 2 or 3 main characters. Pathetic. Stop giving bad reviews because of humor you cant understand. infinity War is a masterpiece.

Acting = Perfect 10/10 Soundtrack = Perfect 10/10 Cgi/Visuals = Perfect 10/10 (Thanos' Cgi is unique, There is no other cgi as good as it) Story = Almost perfect 9.8/10"
19,Avengers: Infinity War (2018),9,"Avengers: Infinity War is the seventh film in Phase Three of the Marvel Cinematic Universe and the nineteenth film overall. Directed by The Russo Brothers (Captain America: The Winter Soldier and Captain America: Civil War), it is truly a terrific film of its kind and a near-perfect culmination of everything the cinematic universe has been building up to for ten years.

Two years after the events of Captain America: Civil War, the Avengers team remain a fractured group of heroes, with some completely dropping off the radar altogether. However, one day, the powerful intergalactic tyrant Thanos (Josh Brolin) arrives on Earth to complete his collection of Infinity Stones, which upon acquiring all six, will allow him to control half of the known universe. With time quickly running out, The Avengers must reunite and team up with the Guardians of the Galaxy to put an end to Thanos' unquenchable thirst for power.

Avengers: Infinity War is more than a typical MCU superhero film. It is a celebration of ten wonderful years of entertainment and overall fun. While the film does struggle with some tonal shifts during the first act, its brilliant action scenes and clever dialogue more than make up for these shortcomings. The film's ending will be overwhelming to some and most likely will divide fans over how it is executed. Directors Anthony and Joe Russo do a superb job developing Thanos' personality outside of simply wanting universal domination. His motivations feel somewhat morally ambiguous and at times even make him seem sympathetic. Despite the film's darker tone, there are still some hilarious scenes of banter among the heroes, particularly between Tony Stark (Robert Downey Jr) and Steven Strange (Benedict Cumberbatch). As is the tradition, be sure to stay after the credits for one bonus scene."
20,Avengers: Infinity War (2018),10,This movie Is over hyped. The title of this movie should be Infinity War Part 1 & I fail to see how another 2 hours of Thanos Barnie like skin and clam shell chin will make for good entertainment.
21,Avengers: Infinity War (2018),3,I'm hoping they can pull it back on the right track with the sequel.
22,Avengers: Infinity War (2018),1,"Avengers Infinity War was way too long. Endless fight scenes, nonexistent plot, cheap deaths. The 8.9 rating proves that IMDb is irrelevant when it comes to rating the quality of movies. This was so disappointing."
23,Avengers: Infinity War (2018),2,Below average movie
24,Avengers: Infinity War (2018),2,"I am not a comics specialist and unlike most of the others I have no emotional connection to any of the hereos... so I might be biased.

I have never expected much of a story line or intrigue from a movie solely based on the heroes presence, but being recommended as a revolutionary and number one of the series I hoped for at least a bit of cheap humor and great pictures.

Yet, in the movie I've laughed twice, first time when Thor called raccoon a rabbit, and second time... when he did it again. The ending is surprising, especially for an American movie, but besides this the movie neither offers scenography comparable with Star Wars or Avatar nor any unique special effects.

There is no consistency in action, power distribution or whatsoever. One minute the same character can die from a fist hit, the other he survives an explosion of the whole planet. Once he travels the space barefoot, the other he dies from being sucked from the ship. The colorful light goes back and forth but the evil character doesnt use any of his powers most of the time just to prolong the boring fights.

Watching this movie is just distubring and frustrating."
25,Avengers: Infinity War (2018),5,"Infinity War is the same predictable mediocre flick for children as usual, only one that's too big for its own good.

The previous team-up movies had a generic structure: some unmenacing bad guy arrives so the heroes have to unite - the heroes do unite, but the bad guy seems to take the upper hand - the heroes regroup and defeat the bad guy. Since IW was planned as two movies (more movies = more cash, not like there's some story to be told here), the structure is split between them, so the first one ends with the heroes seemingly defeated. But since we know that a sequel releases literally next year, the many character deaths feel cheap and pointless, kind of like that of Superman in BvS. And there are way too many heroes to give everyone proper screen time and things to do anyway.

There's literally nothing to see here apart from these forced deaths - there's no original plot involved, it's just another CGI purple Homer Simpson lookalike who wants to kill everyone ""for balance"" with added amounts of forced drama and tedious dialogues. He also has some CGI minions that look like early-2000's video game villains, but I don't think those were even named. Also the film's largest battle is that between some CGI 4-armed monkeys and an African tribe armed with spears. Yeah.

Also, still remember Thor Ragnarok? You know, the one which was mostly pointless as usual, but it did have Thor lose his hammer and eye? Well now it's completely pointless as he has both back. Just like IW will become pointless next year when the follow-up comes around.

I quite liked the first two Avengers movies, and while the third one (Civil War) was already slightly overstuffed, it was still serviceable. This, however, just continues the downward trend of movies like Guardians 2 and Thor 3."
