num,title,rating(10),review
11,Harry Potter and the Sorcerer's Stone (2001),10,~*-The Magical Journey Begins-*~
12,Harry Potter and the Sorcerer's Stone (2001),1,"For Kids Only, Unfortunately"
13,Harry Potter and the Sorcerer's Stone (2001),7,"First episode also known as ¨Harry Potter and the philosopher's stone¨ deal with Harry Potter (Daniel Radcliffe)and friends fighting dark forces in an amazing adventure . In this early installment of JK Rowling saga, our protagonist is freed by Rubeus from the custody of his selfish uncle (Richard Griffiths) and miserable aunt (Fiona Lewis). Harry goes his destiny at Hogwart's school , there meets our friends Ron(Rupert Grint) ,Hermione(Emma Watson) and his enemies Braco Malfoy(Tom Felton), along the dark forces which threatens Hogwart, and finally Lord Voldemor . Besides the professors as Minerva(Maggie Smith), Severus Snape(Alan Rickman), Dumbledore ( Richard Harris), Madame Hooch (Zoe Wanamaker), Quirinus (Ian Hart)and of course Rubeus(Robbie Coltrane). Here some legendary events take place , including a Quiddich match, and Harry Potter competes in confronting in series of dangerous happenings , challenging monsters as unicorn, centaur and horrible creatures and an ending spooky climatic battle .

This episode contains loads of adventures and action and is such deeply riveting and emotional as its followings , furthermore gets lots of bombastic special effects and several images have you on the edge of your seat including an amazing array of technical bizarre creatures, a breathtaking ogre ,a three-head animal , and Potter fighting creepy , scary monsters and an exciting final taking on between Harry and the Dark Lord and his henchmen . The picture displays stimulating action set pieces illuminating the full-blown adventures , blending wizardry, witchcraft, horror, humor and is extremely amusing and pretty enjoyable. Darkest even that subsequent chapters is thrilling, dramatic, touching and very exciting. Provide enough amusement to keep the chat rooms humming until the epic ending comes out . In spite of overlong runtime, it suffers from over-length, and the difficult of adapting, the film still managing to keep a quick enough pace for those unfamiliar with the literary and highly detailed work by J. K. Rowling. The motion picture is splendidly filmed with sensational production design and colorful cinematography by John Seale . Phenomenal and spectacular music by master John Williams. The movie is magnificently directed by Chris Colombus . The film is for Harry Potter saga lovers as well as neophyte who have never read J. K. Rowling novels. The follow-up titled ¨Harry Potter and the goblet of fire¨ verse pretty much the same at the first one ."
14,Harry Potter and the Sorcerer's Stone (2001),3,"I have, in all my life as a lover of both literature and the cinema, hardly ever come upon a piece of work more unimaginative, more ugly, more uninteresting, more lacking in suspense, more lacking in charm, more greedy, more incoherent... Okay, okay. I'll stop with the superlative negatives. Surely there have been worse, and, yes, off the top of my head, I can think of many that are worse. However, for a book that over 125 million people have read, and for a movie that cemented the record for the biggest opening weekend in history, and also for a book that has had not only kids but critics singing its praises, and also for a movie which one particularly fat-headed critic called the Wizard of Oz of its generation, I am more than severely disappointed. I know that, had it not been so overhyped, it would have been just as bad. Now, however, my anger for it is completely hardened and it's going to be a passionate battle for me for years to come.

I go into an in depth criticism, but it would be impossible for me to keep to 1000 words. There is hardly a piece of it that I liked. As a film, it was poorly edited, poorly acted (by most), poorly filmed. The only really memorable scene is the troll in the bathroom, although the payoff to it makes no sense whatsoever. The Quidditch game, which has been hyped to all heaven, is completely boring and poorly created. It looks like the FX guys created it with photoshop. When the chess game looked like it was about to be the most exciting sequence in the film, Christopher Columbus, who, I must say, lives up to his reputation completely, begins to edit furiously. I heard afterwards that this was done to avoid a PG-13. My immediate thought is that the filmmakers didn't trust their young audience to enjoy watching a chess game, no matter how exciting it might have been. I'm still not sure which story to buy.

But the person I really want to tear into is J.K. Rowling. What a hack. Never has the word ""hack"" been more fitting. A former waitress, her idea of imagination is to call things by weird names. Only in the mind of a psychopath (or idiot) could the name Draco Malfoy or a Cerberus clone named Fluffy be considered clever. Writing children's literature is not difficult, but this is simply awful. She's clearly ripping off Raoul Dahl like there's no tomorrow, especially in the exposition. The game of Quidditch, which seems to be a drawing point of some sort, is absolutely nonsensical. As a preteen, I invented much more interesting games with much less interesting playing pieces. Quidditch is a game where people score ten points at a time, unless someone catches a special type of ball, which ends the game immediately. So theoretically, the game could end in thirty seconds. And all the other forms of scoring matter not at all. And let's talk about the surprise climax. Really, anyone could have been standing in front of that mirror at the end. It is tremendously unclever. And the penultimate sequence, where the crown is awarded to the best dorm, is anticlimactic and just rude to the children of Slytherin, We only hate one of them, so why should we be happy that the award at first goes to them, and then is cruelly snatched away. And what about Hogwart, anyways? If you're not supposed to use magic when you're away from Hogwart, why the heck would you want to be a wizard anyways?

Friends, you're well on the path to making your children drooling morons. If they want a great series of books about sorcery and magic creatures, make them read the Chronicles of Narnia by C.S. Lewis. This is the most soulless garbage imaginable. And I thought Shrek had taken that title. 3/10"
15,Harry Potter and the Sorcerer's Stone (2001),1,"This film is simply awful, the acting is a joke. Being a fan of the book I decided to buy the DVD without seeing at the cinema or renting it before, but I was extremely dissapointed. Daniel Radcliff's acting is terrible, in my honest opinion he was only hired because he looks like the illustrations of Harry Potter and he is definatly what I had pictured in my mind but his acting makes a mockery out of the film and turns it into a spoof of the book, instead of bringing it to life. I definatly won't be rushing to the shops to get the second film too soon."
16,Harry Potter and the Sorcerer's Stone (2001),1,"2 1/2 hours of Boredom. Half the audience fell asleep, including most of the kiddies. Beautiful to look at, but that does not make for a interesting film. Rather spend your money on Lord of the Rings."
17,Harry Potter and the Sorcerer's Stone (2001),1,"About halfway through Harry Potter 1, I considered walking out. It's not that it was godawful, but having read the book, I knew how it all worked out-- and I had no confidence left that there would be anything the least bit interesting about how Rowling's story would be illustrated.

That's what it is; the book faithfully, and dully, illustrated, line by line. It's so faithful to the order of incidents (and the need to keep the story moving) that it has no time to give us any of the characterization that made us root for Harry; at best we get instantly recognizable movie stereotypes (Draco Malfoy has a Richie Rich 'do, therefore he must be from the same snotty rich kids' fraternity as Greg Marmalard). Seemingly ideal casting-- Alan Rickman as Snape, say-- is wasted when the characters turn out only to have half a dozen lines in the entire movie, most of them expository. Maggie Smith, Ian Hart, Richard Griffiths, Fiona Shaw, all wasted; the peerless John Cleese as Nearly Headless Nick has, as memory serves, all of two lines-- one to explain why he's nearly headless, and one to announce, in Boys' Own Weekly cliches, that the Quidditch Cup is sure going to be hotly contested this year. Maybe only Robbie Coltrane and John Hurt get enough dialogue to begin to sketch a character.

The other problem-- not unrelated, surely-- is that Chris Columbus is, for the millionth time, the wrong wrong wrong director for the job. He has no sense of magic, of mystery, of English eccentricity. Give him two wizards skulking about a suburban tract house, and he'll make them seem as ordinary as two retirees strolling and chatting about the weather. Give him an evil spirit sucking the blood of a dead unicorn and being interrupted by a centaur, and he makes it seem like two retirees strolling and chatting about the weather. Give him a chess game, and he makes it seem like World War III. Give him Gringott's bank, and he ignores the baroque set that's been built and can't wait to show us a big pile of gold, which is surely a bit revealing. This isn't as awful a blockbuster as, say, Tomb Raider, but it comes from the same land of impoverished imagination camouflaged with booming, expensive yet somehow cheap-looking special effects."
18,Harry Potter and the Sorcerer's Stone (2001),1,Hollywood's greatest shame.
19,Harry Potter and the Sorcerer's Stone (2001),1,"This movie was so corny and unimaginative, a real Chris Colombus piece of hack work. The great cast saves the film from being utter dreck, but otherwise this is pretty dim, formulaic movie-making. Compare it to its announced competition, movies like The Wizard of Oz, Willie Wonka and the Chocolate Factory, The Never Ending Story, or even more recent fare like The Secret Garden or Photographing Fairies. C'mon, you've got to admit this flick is mediocre at best. Stop lapping up the hype and buying into every stupid trend they throw at you. Discriminate a little."
20,Harry Potter and the Sorcerer's Stone (2001),1,"I have not read any Harry Potter books. Be that as it may, when the glowing reviews started to come in for this film I decided to take a look at it. I cannot comment on the translation from book to film or the quality of Rowling's books but the film of the very first novel is quite horrible. I tried to like it, but I found it excruciating to watch. It took me no where and, even worse, it really didn't have much of a plot. The thin shreds of plot were introduced 1 hour and 45 minutes into the film. The first part of the film was obviously conceived to give a background to the viewer of the Potter world. Unfortunately there was little to grip me here and I found most of it to be grossly out of place. What the heck does a game of ""Quidditch"" have to do with the story? It, and many other things, were just eye candy. The characters were stale and seemed like rejects from a Roald Dahl story (see James and the Giant Peach). I'm flabbergasted that such a piece of junk has attracted so many adamant fans. No wonder kids don't know how to read or write very well anymore. No wonder Britney Spears and N'Sync are so possible. The piece of trash that is Harry Potter explains it all - the current generation will cling to anything as long as they don't have to think for themselves. 'Tis a pity."
,,,
