num,title,rating,review
11,Fight Club (1999),5,"I sat through the first half of this movie with my mouth open. It was so exciting, brilliant, a Fritz Lang for the new millennium. Edward Norton's face. That insomnia that he carries all over him is so magnificently drawn that creates the opposite effect on its audience. I was awake, very awake, sitting on the edge of my seat, devouring every moment, enjoying it like hell. Helena Bonham Carter was a like a great silent movie star doing her first talkie. Pola Negri, Theda Bara. As if this wan't enough, Brad Pitt, and Brad Pitt is Brad Pitt with all its fabulous connotations. Then, can you explain to me why I detested this movie? Why it made me so angry? Can you? I can only tell you that half way through I turned against the movie or the movie turned against me, either way I didn't like it. I felt cheated in the worse possible way. I felt treated like a moron. You start promising me the most unique film experience I've had in a long time but what you delivered was a tired, opportunistic, gimmicky, easy piece of nonsense. Why? David Fincher is one of the most consummated craftsmen American movies have ever had. Don't you agree? He can tell you a story, even something like ""Seven"", a horror thriller, in a way we've never seen before, at least half of it. He has an eye like no other. That's why my frustration. An artist like that putting himself at the service of something that's not done, not finished not worthy of his talents. You may think I'm being a bit too hard on the man. But let me tell you, it's out of love. I expect so much from him, I've seen what he is capable of. But so far have been only halves. Brilliantly acted, sensational to look at, but halves, just halves. He should look at Fritz Lang, Pietro Germi, Alfred Hitchcock, Michael Powell, William Wellman and naturally John Ford, Martin Scorsese and Steven Spielberg. Fincher already inherited something from each one of them. Now the trick is that it isn't a trick. Half is better than nothing. But in the grand scheme of things, it's not enough."
12,Fight Club (1999),1,"Please.

This is a dismal movie. I'm going to spoil some stuff, so don't read if you don't want, but read on if you want to save some time and money.

After I sat through this abomination, I knew I'd come on here and see that it got great reviews, because it tried to be so artsy that weak-minded people would say they liked it just to try to convince themselves that they have advanced taste. Midway through I told myself that if I heard that ""I am Jake's this and that"" line again I would get up and leave, but sure enough I kept hearing it and I stayed. Maybe I'm as dumb as the filmmakers. The fact of the matter is that I haven't seen a plot this full of holes since ""Slugs"". So if I start a fight club, the participants will just start showing up at my doorstep out of the blue and turn into mind-numbed drones that do my evil bidding??? Not only that, but this movie also taught me that if I stick a gun in my mouth and pull the trigger, not only will I live but I'll be able to talk to people in my normal voice, as long as I put a gauze pad on it.

If you still don't know, this movie is about a clinically-depressed guy who's search for therapy leads him to Brad Pitt, who teaches him that beating the bejeezus out of people will brighten his spirits. More guys find out about this, and they all join the ""fight club"" and then naturally go live with Pitt to become his evil minions. Of course! This must be how the Wicked Witch found all those monkeys. Their evil deeds get worse and worse, and the supposedly still-sane Norton inexplicably keeps hanging out with this bunch. This leads to one totally inane scene where the evil monkeys return from a gunfight with one of their members dead, and all Norton can do is whine ""C'mon guys, cut it out"".

So after this movie backs itself into a miserable corner, it's only escape is the equally awful ""It was all a dream"" ending, where we find out that Brad Pitt was just Norton's evil imaginary friend, and that Norton had been committing all these acts himself. Please audience, forget the fact that the ""imaginary"" Pitt managed to pull Norton from a burning car wreck and pick him up off the ground and hurl him down a flight of stairs. I don't care how psycho you are, your imaginary friend cannot physically pick you up.

Plot hole #9233 asks us to believe that during this short time, Norton had been in EVERY MAJOR CITY in the US forming more armies of mind-numbed robot monkeys, and that every male over the age of 18 in the United States was now a member of his ""secret"" evil gang. So anyhow, Norton finally realizes that he's been crazy all this time, and to kill Pitt he sticks a gun in his own mouth and blows his neck off, a wound which apparently isn't as debilitating as you would think, since he manages to get right up and make up with his girlfriend and watch peacefully as his evil plot comes to fruition. But wait, you thought he was sane now and would be horrified at what he did? So would I, but that apparently also is not the case.

Before you typically think that my movie tastes aren't as cultured as yours, let me tell you that I loved the masterpiece that was ""A Clockwork Orange"", and this movie was NO ""Clockwork"". If Clockwork ended by telling you that the old man in the wheelchair was actually the killer and that McDowell was just his evil imagination, then we'd have a comparison, but Kubrick wasn't that horribly stupid.

I am Jake's bad movie review."
13,Fight Club (1999),10,"To the world: This isn't really a movie about dumb guys beating each other up because they're too bored to do anything else. No, Fight Club is actually about personal and cultural revolution within a corporate consumer society that destroys the human spirit. At least, that's how I saw it.

I loved this movie, and rating it a ten is not some whimsical fancy--I don't hand out gold stars for nothing. It looks good, sounds good, pacing, dialogue, acting, etc. are all excellent. Why it didn't rate higher on the mainstream critics' lists for cinematography alone is beyond me.

What really makes this movie shine, though, is the unflinching way in which it looks at North American society--our mass consumerism, our slavery to stuffy corporate office jobs, our growing lack of what makes us human. The movie doesn't pull many punches.

Norton's character is the automaton office lackey who is desperately searching for meaning in his materialistic shell of a life, Pitt plays the modern-day surfer/hippie Tyler Durden whose devil-may-care, spontaneous attitude to life offers the perfect (?) solution. These two personalities struggle to reconcile their different perspectives on life without destroying their relationship. To make things more difficult, Bonham Carter creates a love triangle to further test the friendship.

Is it better to be free, alive, and chaotic, as in Pitt's anarchistic vision, or safe, secure, and bored like Norton's capitalist American Dream life? Or, can a compromise be found? Can love conquer all? This is the peripheral, deeper stuff Fight Club is made of, not the smack-down action that the trailers and critics focused on.

This movie demands at least one viewing. If you're queasy about violence (there is a graphic fight scene or two), then watch it with someone who's already seen it and ask for an edited version. Even if you don't end up respecting the movie's message or the complicated questions it asks, it remains a well-crafted film, deserving of recognition."
14,Fight Club (1999),5,"David Fincher is terrific with his camera. Visually his films are a wonder. Unfortunately the contents are so thin that the interiors of his tale vanish very quickly. What remains is ""the look"" and the promise, no matter how unfulfilled the promise remains. Edward Norton is sensational, especially in the first 20 minutes of the movie. Brad Pitt, already a film icon, does his thing, and that, of course, is a plus. Helena Bonham Carter surprised me big time with a facade I had never seen. The slow motion of the smoke coming out of her mouth as Fincher introduces her to us is a work of art in itself but, and that ""but"" is a real problem, nothing remains because deep down there is nothing there but a fantastic eye for and to startle and amaze. I'm sure that sooner or later David Fincher will come out with something that is as powerful inside as it is outside."
15,Fight Club (1999),1,"In short, Fight Club is a movie that attempts to give a distorted portrait of society as an evil in order to facilitate showing violence and yet more violence. But since the protagonist's disbelief in society is not substantiated, the movie has a hard time explaining the destruction plot. So, time has to be spent watching people fight. And of course, the disbelief cannot be motivated: The protagonist complaining that: ""God damn it, an entire generation pumping gas ... We have no Great War. No Great Depression."" is both romanticizing over events in Western history, that made absolutely no sense to the people living it, and at the same time mocking our grandparents and the life and society they fought for, ours.

The main character continues: ""We were raised on television to believe that we'd all be millionaires, movie gods, rock stars, but we won't"".

Well, learning to differentiate between yourself and ""movie gods [and] rock stars"" and learning that life is not all beer and skittles is what growing up is about today.

So, Brad Pitt et al., grow up. And go read a book or something.

The rubbish quote sums it up pretty good: ""I see in fight club the strongest and smartest men that have ever lived. I see all this potential, and I see it squandered. God damn it, an entire generation pumping gas or waiting tables; slaves with white collars. We're the middle children of history. No purpose or place. We have no Great War. No Great Depression. Our Great War is a spiritual war... our Great Depression is our lives. Advertising has us chasing cars and clothes, working jobs we hate, so we can buy s**t we don't need. We were raised on television to believe that we'd all be millionaires, movie gods, rock stars, but we won't. And we're slowly learning that fact. And we're very, very p***ed off. """
16,Fight Club (1999),1,"So. It flirts a bit with the ideals of anti-conformism and anti-corporate (a bit hypocritical considering a corporate made this movie, but let's pretend otherwise), and then offers as a solution a gang of people meeting up to beat up each other. Like ""to hell with this system, we'll make a super gang of fighters and take over!"". And then what? I see people rebelling but without any goal or project beside rebelling. ""We are tired of this system, we make gangs and beat up corporates!"" I won't even go into the plot flaws of the protagonist etc because that's be too easy.

A movie for losers with a lot of passive aggressiveness inside and no solution for it, they just want to rebel. A movie for people who will go all ""eff the system!"" and then buy iPhone 17 on first day, just to complain the following day about their low- paying job. A movie for those typical guys who talk crap about capitalism but if you try to offer them a different system they'll dirty their pants and start sucking their fingers calling mom State to save them from the terrorist. A movie for those who are all rebellious and when stopped by police will go all ""G-Good afternoon Agent"" and sh*t their pants."
17,Fight Club (1999),5,"!!!! POSSIBLE SPOILERS !!!!!

The premise of a lonely aimless soul attending cancer therapy groups and AA meetings might have been savagely funny if done right but here it`s badly executed as the first 20 minutes is taken up with Ed Norton droning on in an over literary voice over . I know a cinematic masterwork like APOCALYPSE NOW used voice over but so did THE DUKES OF HAZZARD so it`s just as likely to be the work of a buffoon than a genius . The themes of male grief , alienation and the back lash against 80s consumerism are just as badly developed 

FIGHT CLUB is good in parts like the scene where the members cover a car park with bird seed so that the pigeons s*hit all over the new cars , but the film is unworthy of the praise lavished upon it by large sections of IMDB voters . I can imagine 17 year old males loving this film - I`d be shocked if they didn`t - but for anyone else who`s old enough to have more mature and critical views should be able to recognise this as one extremely overlong overrated one trick pony . As for the metaphysical twist ending it just doesn`t make sense and brings the whole proceedings down . The narrator was beating himself up was he ? Yeah right .

If FIGHT CLUB is the masterpiece it`s supposed to be then how come it was virtually ignored at the Oscars in one of the weakest years for films in a long time ?"
18,Fight Club (1999),10,"Let's ignore the advice and talk about ""Fight Club"". This film was a milestone; although it bombed at the box office, Fincher's cinematic language left a mark that can still be felt now, 14 years later, on many current releases. Despite the risky 'cutting edge' nature of the film, Fincher got a huge budget for this and it shows: the camera effects and the whole production design are amazing.

This movie has a raw energy that grips me every time I watch it. What a crazy, fun ride! Whether it is a very clever satire or pure testosterone going on a rampage - both are fine by me. A film so visually stunning and sexy, with career best performances by all involved - welcome to movie heaven."
19,Fight Club (1999),1,"How can we get Brad Pitt, Edward Norton and Meatloaf to beat the c**p out of each other? This movie solves that ""problem,"" and gives the studio license to shoot a film veiled in psuedo-philosophies and violence.

It's just dumb. Don't try looking beneath the surface, because nothing is there (maybe that's the point). It provides that men are imasculated and shackled by modern life... their spirits crushed by their jobs and their possessions. In order to escape, you fight. It's so simple! Give up the banalities of ordinary life and find your individuality in a black t-shirt fight gang. Makes sense. Teenage males will certainly think so, since it is filmed in the MTV style... bright color palette, fancy edits, blood... mesmerizing (and simple philosophies tend to go over well on that demographic).

It actually starts our promisingly. I loved the first quarter. Only when it attempts to provide us with answers that are, sorry, far out of the grasp of the writers, does it fail.

Film buffs may want to view it simply for one of the sloppiest, tacked-on ""surprise"" endings in cinema history. I could only laugh. Bottom line: Dumb."
20,Fight Club (1999),1,"Although this film was watchable for the first hour or so, it goes very rapidly downhill for the sorry remainder of it's duration. There are simply too many different ideas vying for the viewers attention. Intellectuals have found acres and acres of meaning, which David Fincher wanted them too, although he knows that he has simply made an extremely pretentious and boring mess. It's not all doom and gloom though - there are some very good set pieces in the first half of the film that actually entertained me for a while."
21,Fight Club (1999),1,"I have tried to keep the number of spoilers to a minimum, while making those that remain as vague as possible.

This movie has broken some long-standing records of mine. Let me list them:

1. The most irritating movie 2. The most ridiculous high-budget movie (beating Knowing) 3. The most overrated movie (beating Pulp Fiction - Gotta admit, I didn't think this record was going to be beaten for a while longer)

To describe this film as a train wreck would be the understatement of the century. There isn't a word or phrase in existence to sum up this colossal nightmare. The closest I can come to it is the word 'abomination'. But go ahead and knock yourself out with a thesaurus. It's definitely the worst high-budget or worst high-rated movie I have ever seen, and I don't think that's a record that will be beaten for a long, long time. 

The person who wrote this had absolutely no idea how to create a believable or coherent story (or else was trolling). It literally cannot work in the real world in ANY WAY. Even if this were a comic book fiction, the plot would have more holes in it than Britney Spears' brain. But it's set in our world and with ordinary humans. Well, I say 'ordinary', but the humans in this film have seemingly had brain tissue removed so they can get from A to B without wondering what the hell is going on.

I could go through the movie and write a thesis on everything that is contrary to good storytelling, but I will instead highlight some things that spring to mind:

1. A man goes into his place of work and threatens to kill his boss and co-workers. His boss does nothing at all about it. Not to mention the man is coming into work all the time with a smashed-in face.

2. If the ""Fight Club"" were real, the people in it would be dead long before they could enact a master plan. No human could or would inflict this level of damage on such a frequent basis. 

3. You cannot beat yourself up the way the main character in this film does. It's physically impossible - and probably mentally impossible, too. When Jim Carrey did this in Liar Liar, we all laughed because it's funny and worked in a comedy. How thick does a director have to be to think this can work in a serious setting? The laws of biology are also absent for the duration of this picture, because a silly thing like fact can interfere with a bad writer's screenplay. Some dumb individuals tried to create their own Fight Club after seeing this movie, but they quickly learned the difference between reality and bad fiction. Brain damage, pain, and serious injury exist in the real world, folks. Who'd have thunk it?

4. There is no way that one person (especially a nut job) could infiltrate so many organizations in such a coordinated fashion, or plant so many bombs without people finding out. The real world is a bit more complicated than the moron who wrote this obscenity. A Tom and Jerry cartoon has better logic than this film. 

5. Man's apartment (part of a tower block) is blown to bits and the police find out dynamite was involved. Man is told not to go anywhere but is then allowed to jet about the country. He isn't even brought in for questioning. Are you realizing why this story is cuckoo, yet?

6. There is no possible way a psychopath could brainwash so many people and form a large-scale army, spread over such a wide area. But the plot needs it to happen - so it does. Oh, I love it when writers do that. Don't you?

7. The twist makes as much sense as the rest of the film. It's not just impossible, it's ludicrous. It's so bad that even a three year old would laugh at it.

Fight Club also joins Pulp Fiction and Goodfellas as films to be in the top 20 simply because of gratuitous violence and gore. At least Goodfellas is a decent film with some basis in reality.

The only reason this film has been rated so high is because the dumb masses will swallow anything with violence and a pseudo-intellectual script. People who gave this film 10/10 are either gormless fools or mindless barbarians. It's an absolute travesty for the human race that Fight Club is currently in the top 10, let alone top 250.

It's beyond all my powers of reasoning to comprehend how people can like something as lazily written and ridiculous as this festering disease of a film. It has absolutely zero credibility.

My rating 0/5: DO NOT WATCH. STEER WELL CLEAR. Even the name 'Fight Club' should tell you something about the intellect that created it - by the looks of it, another sneering champagne socialist."
